subject,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,original_mri_voxel_x,original_mri_voxel_z,original_mri_voxel_y,original_mri_world_x,original_mri_world_y,original_mri_world_z,original_mni_nlin6asym_x,original_mni_nlin6asym_y,original_mni_nlin6asym_z,alleninf_mni_nlin6asym_x,alleninf_mni_nlin6asym_y,alleninf_mni_nlin6asym_z,cic_mni_nlin6asym_x,cic_mni_nlin6asym_y,cic_mni_nlin6asym_z,original_mni_sym09c_x,original_mni_sym09c_y,original_mni_sym09c_z,alleninf_mni_sym09c_x,alleninf_mni_sym09c_y,alleninf_mni_sym09c_z,cic_mni_sym09c_x,cic_mni_sym09c_y,cic_mni_sym09c_z,distance_alleninf_mni_nlin6asym_to_original_mni_nlin6asym,distance_cic_mni_nlin6asym_to_original_mni_nlin6asym,distance_cic_mni_nlin6asym_to_alleninf_mni_nlin6asym,distance_original_mni_sym09c_to_original_mni_nlin6asym,distance_original_mni_sym09c_to_alleninf_mni_nlin6asym,distance_original_mni_sym09c_to_cic_mni_nlin6asym,distance_alleninf_mni_sym09c_to_original_mni_nlin6asym,distance_alleninf_mni_sym09c_to_alleninf_mni_nlin6asym,distance_alleninf_mni_sym09c_to_cic_mni_nlin6asym,distance_alleninf_mni_sym09c_to_original_mni_sym09c,distance_cic_mni_sym09c_to_original_mni_nlin6asym,distance_cic_mni_sym09c_to_alleninf_mni_nlin6asym,distance_cic_mni_sym09c_to_cic_mni_nlin6asym,distance_cic_mni_sym09c_to_original_mni_sym09c,distance_cic_mni_sym09c_to_alleninf_mni_sym09c
H0351.1015,4746,61,156434505,CB,He-X,"X, left, lateral hemisphere",146148177,115,148,126,-25,-35,-39,-24,-35,-39,-22.784007762430896,-35.7028307330966,-38.0465123650472,-22.1222385453628,-34.52702689865,-38.2267355040543,-24.6466370815324,-35.0463315910464,-39.710927431713,-23.6902717364348,-35.2951805571476,-38.6363310981315,-23.0141394552309,-34.2437557951936,-38.9644555307031,1.6975708619145482,2.0850970279130916,1.3612250121092442,0.9621350969087855,2.582761432659491,2.974069772397313,0.5615320371584556,1.1555860826549276,1.793476144824385,1.4599033397386627,1.2430163797526117,1.739103195851817,1.1916209920925602,1.9663155156195393,1.2924064898422838
H0351.1015,4743,61,156434489,CB,He-VIIIB,"VIIIB, left, lateral hemisphere",146148077,115,174,142,-25,-51,-65,-24,-51,-65,-23.124130340643703,-52.48529256960529,-59.139717710285,-21.9754932109869,-51.7525132507399,-57.1811575723229,-25.4640357042978,-52.2467900470294,-67.0860566589633,-23.7926810551719,-53.8166593384696,-60.6250036267166,-22.683851085045,-52.6403327183434,-60.2500973641629,6.108694639008641,8.111670656538193,2.3858521747579298,2.837167310758295,8.287119116521378,10.51290940679676,5.207412432304124,2.1037043006759304,4.407147192788841,6.85588230943808,5.194662110584031,1.2045024891536285,3.272366992061676,7.390171975769091,1.6594586242419942
H0351.1015,4736,61,156434473,CB,He-V,"V, left, lateral hemisphere",146149504,115,126,136,-25,-45,-17,-24,-45,-17,-16.6957358665716,-45.2772375422606,-19.60230073820161,-18.6256294060277,-45.7634501055621,-20.2995883471644,-24.4118831255837,-44.5527564973918,-17.516753894294,-16.911399247994,-44.5573304063853,-19.055112210366,-18.8153423224216,-45.0949669189196,-19.776932526773,7.758937061078139,6.3524797210050234,2.1088152455726528,0.7979405034423704,8.025790113457187,6.533810428228123,7.393761098902672,0.9296194185609652,2.437628072228255,7.6566197259139335,5.88226556758632,2.1345843551834065,0.8694997803676514,6.060005656217351,2.1059622075072393
H0351.1015,4735,61,156434457,CB,He-IV,"IV, left, lateral hemisphere",146149594,115,139,125,-25,-34,-30,-24,-34,-30,-21.3247027793102,-34.163572774651,-29.114799030194305,-21.016303585221,-33.4750893318032,-29.4631405135032,-24.4061080137274,-33.1337930076264,-30.0263400219413,-21.7199201470378,-33.6144896301424,-29.1322303861586,-21.3937061299478,-33.0173004704188,-29.6928019923125,2.8226852514197422,3.0767179938033786,0.8309400116640637,0.957043399855199,3.374375729953921,3.453179828900187,2.4699000959266186,0.6767517414146338,0.7899431761963477,2.8716034786941234,2.8022913336121817,1.2856084481934678,0.6361978601211743,3.0330485056841088,0.8816410851720412
H0351.1015,4741,61,156434523,CB,He-VIIB,"VIIB, left, lateral hemisphere",146146376,115,167,164,-25,-73,-58,-24,-73,-58,-24.3223795475471,-73.8106199653423,-54.9583904534291,-23.4533634978754,-72.8015034392329,-53.4121347250672,-24.1595945874529,-73.7504798985902,-59.1044762757866,-24.2491802623101,-75.2657233206938,-56.4922325946418,-23.3367762684317,-74.7647633916151,-55.1501513041355,3.164241130931629,4.624577832735181,2.040689058956824,1.3448265145763827,4.149716064650175,5.813954850387706,2.7329389890228524,2.1155036337180704,4.024016256540279,3.0212257894849217,3.4170006051829773,1.3851266099408706,2.6246302314446894,4.164431170251609,1.6984181136913379
H0351.1015,4738,61,156434475,CB,He-VI,"VI, left, lateral hemisphere",146146285,115,132,168,-25,-77,-23,-24,-77,-23,-19.9020467747256,-74.7167825759225,-19.8448831420939,-20.2540810730055,-73.3145893052229,-20.0811529656763,-25.1892422332141,-78.7951373783954,-21.8621262558107,-20.6547514668131,-76.6589704066341,-18.9300163523586,-21.047253982062202,-75.1717535368648,-19.2344817390486,5.653411786628605,6.011142038462686,1.4648882363840312,2.4354818731182797,6.975434286906661,7.5871001522161565,5.27937077921307,2.2750031134517927,3.559569808062609,5.807071923761721,5.122530814936338,1.3751683518304687,2.189756701770948,6.09831885376743,1.5679832313821327
H0351.1015,4742,61,156434459,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",146146475,115,173,155,-25,-64,-64,-24,-64,-64,-23.9580256222532,-64.79073812824679,-59.6140020383493,-23.1248881582144,-64.2006626633309,-57.7658233134926,-24.2459238031199,-63.8216150096046,-65.2395988035214,-24.1656386698163,-65.1207283291202,-61.1666914469823,-22.9951385664909,-64.9975638913303,-60.711362644602,4.456905513408891,6.298495471037577,2.1114146175712722,1.2762855932082824,5.71571727309425,7.566882985503307,3.051410413765137,1.6008876006365995,3.6736339662723125,4.275829212506362,3.580504974603328,1.4744926851581726,3.0541919512125926,4.8427515104066785,1.2619684183441156
H0351.1015,4741,61,156434443,CB,He-VIIB,"VIIB, left, lateral hemisphere",146146375,115,168,162,-25,-71,-59,-24,-71,-59,-24.4217102275565,-71.890730964838,-56.0145895395941,-23.329531647961,-70.9741150043293,-54.6590180049586,-24.2799493297989,-71.4856004561634,-60.3870884756216,-24.5981500816874,-73.310372502467,-57.5598191217251,-23.4209814429862,-72.8195665789679,-56.2297098534072,3.14386971499265,4.392530310124268,1.9673873676275755,1.4960594471755504,4.393514973999024,5.828868025120277,2.7874227491586128,2.105765319065761,3.934734927162035,3.380014310466129,3.364608821389557,1.382197687654937,2.425103598226081,4.4498413967029045,1.8427715876224664
H0351.1015,4739,61,156434411,CB,He-Crus I,"Crus I, left, lateral hemisphere",146146016,115,140,179,-25,-88,-31,-24,-88,-31,-21.7414117624945,-89.9032367983099,-26.4798069613003,-20.767914841421,-84.9212748144004,-25.7097806845944,-24.1586287760153,-89.408181437043993,-30.3627814602731,-22.1902814706968,-91.2746521047359,-25.556097433356,-21.4674694269612,-86.5676250304764,-24.8414874565137,5.399599637394272,6.9218020519112224,5.1342557329448075,1.5537649486286778,4.600598750254752,7.299293681243511,6.60564173396255,1.7133310391329,6.512461006650211,5.51926763278688,6.811217652150901,3.7263173601655253,1.9884111199786165,6.7672584417061366,4.8155195511371085
H0351.1015,4738,61,156434585,CB,He-VI,"VI, left, lateral hemisphere",146146284,115,131,166,-25,-75,-22,-24,-75,-22,-19.9680851898164,-73.1123209560233,-19.611878838162397,-20.2896869772309,-71.5082069276582,-19.9057362389266,-25.305088656722,-77.0138879389918,-21.023181235038,-20.7039357490508,-74.9154063943364,-18.7791035739258,-21.1158421962313,-73.2784185064448,-19.1757845631349,5.05200869885071,5.508627985980675,1.662215899830649,2.590979724409854,6.760000398208506,7.530966785515389,4.609269943494527,2.118043385794228,3.6124661123024207,5.532641089220703,4.388439575728348,1.23899667422567,2.0854282362485783,5.909009413733029,1.7339988678002638
H0351.1015,4728,62,149052712,CB,PV-IX,"IX, left, paravermis",128130461,105,169,134,-15,-43,-60,-14,-43,-60,-13.9727936131592,-44.68377445824861,-55.80911290064011,-14.496774649085,-45.7547615550414,-55.3689229338739,-14.3795837225562,-43.1039765318534,-61.926293941713,-13.6941686193309,-44.0407563373511,-58.0643836334794,-13.9763789852864,-45.1463987514243,-57.8954654808868,4.51656631671854,5.41131879207895,1.2709589664297447,1.9660883173159043,6.330967032816347,7.0738610027952395,2.218854953682382,2.3616414353982407,3.2935541149926486,4.032580004979265,3.0061023094018156,2.137030926456522,2.6503460509132917,4.536699313791939,1.1535255440282424
H0351.1015,4727,62,147712556,CB,PV-VIIIB,"VIIIB, left, paravermis",128198489,105,165,153,-15,-62,-56,-14,-62,-56,-14.5484924940746,-62.2740490616755,-52.23531289442951,-15.6637199455026,-61.3460007916091,-49.8282505643696,-12.939688301571,-63.8237057570276,-58.1844480090333,-12.7131163463644,-64.5710949271429,-54.7178443373548,-13.8875318894505,-64.2844597889443,-52.601660164661,3.814291009756609,6.425431512189924,2.8105079471129937,3.0367707668196697,6.354675083360166,9.131560985231621,3.14809812515868,3.8481148211503635,6.558614262717195,3.5534865187568423,4.0963543840402705,2.147750110135861,4.413749664454347,5.681392598675335,2.4371391062169767
H0351.1015,4725,62,149052744,CB,PV-VIIB,"VIIB, left, paravermis",128198491,105,167,166,-15,-75,-58,-14,-75,-58,-14.51840262167,-74.5644156655038,-53.18845834859071,-13.9429589798408,-74.1110251147428,-52.3863862777088,-14.1073896115632,-75.3442645611651,-58.7465493632216,-13.9380296389187,-75.8105317744125,-54.1434586385812,-13.2646176941963,-75.5122678912751,-53.3124449991188,4.858951332732125,5.683853362613685,1.0862863265869664,0.8290877929824251,5.627563568851252,6.480709177179628,3.9412832117622276,1.6738171076528388,2.4445143619961156,4.629744283840531,4.77246031040667,1.5766334944333182,1.8114118731236437,5.50163429024425,1.1104182366349817
H0351.1015,4724,62,147712652,CB,PV-Crus II,"Crus II, left, paravermis",146080228,105,154,180,-15,-89,-45,-14,-89,-45,-13.2514715732665,-88.53381275678561,-40.0468496634663,-12.6660541813116,-86.5206242188998,-40.6049397731732,-14.3518259229961,-90.4277782727298,-43.886203185038,-13.4621313058223,-90.5931086132538,-39.0149743560822,-12.8980035443653,-88.6520026220321,-39.4907722622398,5.031036037206244,5.219508607957012,2.169586638609011,1.844688488929997,4.420239872920883,5.37348757730627,6.216737869988856,2.3129728916216443,4.443743687249694,4.954569702544906,5.629128585297225,0.6694255506455487,2.416183694750742,4.958506999824561,2.0766598777621814
H0351.1015,4723,62,147712668,CB,PV-Crus I,"Crus I, left, paravermis",146080286,105,142,176,-15,-85,-33,-14,-85,-33,-12.4397805421638,-85.56736395517791,-26.280910810500497,-11.8311106424425,-82.0780958409679,-26.3098579974668,-14.476270087743,-86.3773524645709,-31.6019966440642,-12.9604226050337,-86.885934231116,-25.7920597025939,-12.4360002725029,-83.7577625120416,-25.6784055005409,6.921152082615646,7.615747171089267,3.5420769273552843,2.0194916170526747,5.754765460273284,7.313494886951552,7.522756969036734,1.49955697988385,4.965759817873461,6.025928664360335,7.589136653046244,1.90727143374226,1.8936482900328488,6.7907204679621485,3.1738611129849787
H0351.1015,4722,62,147712700,CB,PV-VI,"VI, left, paravermis",146080299,105,128,168,-15,-77,-19,-14,-77,-19,-11.165461266027,-75.9986877390972,-16.2489877723669,-11.6085525872088,-73.5427438251414,-16.9685018295321,-14.8022998046847,-78.7710795232032,-18.0926715135636,-11.9405158342119,-77.1777458593809,-15.6006668353011,-12.483627015882,-74.8343227826092,-16.0335999014093,4.074960656842512,4.668899849360453,2.5972467934067276,2.145612415233875,4.93071196668365,6.228906239401737,3.9785090906369436,1.5528063859055605,3.898001020745006,4.115653893903936,3.9735468264269107,1.7719194764276807,1.818783404998815,5.011394320957596,2.444183403947232
H0351.1015,4710,63,147712592,CB,Ve-VIIIB,VIIIB,146140622,94,150,157,-4,-66,-41,-3,-66,-41,-2.6905980061132904,-66.3350516935179,-38.613216814890706,-3.22903360097346,-65.677314893749,-38.5463084617242,-3.25852681989468,-67.142822932056,-42.5298167884343,-2.90842378557996,-67.863273983113,-39.6426863081728,-3.45550647524815,-67.0991035937933,-39.705810070959,2.4299636219233305,2.4853941806436546,0.85264723966369,1.9269716595771171,4.039157444826116,4.244634524817596,2.30704932700081,1.855456513695231,2.4664249788475274,2.9961882887529834,1.7579654238105773,1.5370817465816842,1.8485716248428101,2.8312058041595907,0.9419344258895592
H0351.1015,4708,63,147712718,CB,Ve-VIIB,VIIB,146140660,94,140,161,-4,-70,-31,-3,-70,-31,-2.56775909141142,-68.96635146192911,-29.08341834757089,-2.76684694630131,-67.8879404610049,-29.5432682281823,-2.96385457019566,-71.1458583962461,-31.508678032204,-2.78750837030955,-70.2519714006431,-29.2991754016287,-2.92029078079735,-69.2114728819161,-29.8813770519211,2.2200330478939874,2.576280904275065,1.1891459849729684,1.2542134175611233,3.284665377623091,3.8099444844227546,1.7324683529159917,1.3219907256750787,2.3766889754411777,2.389986154278221,1.3709288367921717,0.9061463438131818,1.3746274608918316,2.5282115422223237,1.1996779141133
H0351.1015,4700,63,147712654,CB,Ve-I-II,I-II,146140536,94,132,134,-4,-43,-23,-3,-43,-23,-2.3049217462397404,-42.87132374607079,-22.5333660971125,-1.95692616871841,-43.572126159835904,-23.7762616301216,-3.1987934677001,-43.0451787043205,-22.6706045823703,-2.60211128747712,-42.8073298651675,-22.2233749842442,-2.17684987379304,-43.5272276822275,-23.6745236880474,0.8470174475769007,1.4205328150634449,1.4686777219960088,0.3873774635671972,0.9209053169410899,1.7442435370086253,0.8936350617042652,0.43417891504686823,1.8473316282548102,0.7826979033587028,1.1876562486336613,1.322442068797803,0.24644049627201742,1.5114871805517816,1.674793329795065
H0351.1015,4713,63,147712608,CB,Ve-X,X,146140135,94,138,138,-4,-47,-29,-3,-47,-29,-2.7384570930637904,-47.7521483220017,-28.918553253838898,-2.04118562549676,-47.0858893427273,-29.2682343691342,-3.39904719400076,-47.3741245429611,-28.8887862945813,-3.10938234488714,-48.1542848939617,-28.8378589044217,-2.53465057748966,-47.594320342764,-29.1829222455683,0.8004782088969378,0.9993256029608106,1.0258486288634472,0.5581902229157081,0.7616871607421893,1.4390442700472637,1.1707381640129944,0.5530017567565405,1.5709030287832317,0.8337562576400065,0.776677090416329,0.36923939471397843,0.7136440983228253,0.939246324746444,0.8734675795111848
H0351.1015,4710,63,147712576,CB,Ve-VIIIB,VIIIB,146140617,94,155,156,-4,-65,-46,-3,-65,-46,-3.5449257414027,-65.980269191979,-42.6446250618925,-3.29058186968734,-66.0557637293837,-42.9807930951237,-3.47669914639556,-66.0237796854071,-47.4689409452736,-3.78334347373967,-66.8534049657172,-44.3002084623106,-3.57800508032586,-66.9329954231407,-44.6298460365827,3.5378542547236704,3.211648363337102,0.4282513010180397,1.8528773356938206,4.824994484343772,4.492119070612839,2.634013712264273,1.886840080720693,1.6186112725101125,3.289859327966288,2.4388282149904534,2.202245179937298,1.8898473880925135,2.982850323188633,0.396433382921568
H0351.1015,4709,63,147712734,CB,Ve-VIIIA,VIIIA,146806878,94,156,158,-4,-67,-47,-3,-67,-47,-3.71039529501602,-67.6916845348782,-43.80013939077471,-3.54665152608645,-68.0657176212781,-44.2652150768502,-3.15575380896811,-67.9022302287188,-48.0006035457945,-3.74547606961743,-68.8028628964554,-45.250624718549,-3.59859377007682,-69.1981784701427,-45.6749343246058,3.349954759312762,2.9855703835553373,0.6188765348303918,1.356276553833541,4.24215225856479,3.759342517874131,2.620374604734895,1.8275272085724152,1.246573911879868,2.953183891531003,2.6355458888589927,2.407670991204183,1.8089980454424217,2.698949129196189,0.5982369551525
H0351.1015,4700,63,147712638,CB,Ve-I-II,I-II,146140535,94,131,133,-4,-42,-22,-3,-42,-22,-2.0503435996551103,-41.82449877777539,-21.8267547731652,-1.84332006418122,-42.4379226264847,-23.0774138826216,-3.27260449853928,-42.0237161686526,-21.6502781679859,-2.39273116005372,-41.6388011360837,-21.5370484642784,-2.1192135114820694,-42.3067817535395,-22.9459023080721,0.9811533347746352,1.6402760057925443,1.4082953420613615,0.4440507055131314,1.2509009816706802,2.061828637883567,0.8447272859870901,0.48543032564352667,1.820212441094763,0.9670354904950123,1.328394165553523,1.2205863911887305,0.3325814442521784,1.7575775393268642,1.5829968927793499
H0351.1015,4706,63,147712688,CB,Ve-VIIAf,VIIAf,146140966,94,129,173,-4,-82,-20,-3,-82,-20,-1.18859529967161,-79.7254189016393,-17.5646690956886,-1.49414444757572,-77.2555596447258,-17.3264703229358,-3.65608080558421,-82.9696167240955,-20.000948097895,-2.0267994975572,-80.998523571483,-17.6621766318301,-2.45703866435837,-78.6763957267118,-17.2178683760787,3.7928541726364493,5.6502279744860155,2.500060736479645,1.1707260627453961,4.748553422855231,6.669126516353147,2.723140164514366,1.527379945310026,3.7955499054956285,3.465489542249615,4.368227186198569,1.6821619809265635,1.7198066250157145,5.254995844603193,2.4030799600180526
H0351.1015,4705,63,147712656,CB,Ve-VI,VI,146140945,94,128,161,-4,-70,-19,-3,-70,-19,-2.32845845251025,-68.0219350296466,-19.578367832249,-2.00742065850621,-66.9184575030026,-20.3739661082926,-3.99584126160668,-71.1800398192124,-18.8768010172892,-3.20993545154745,-69.2604729916937,-19.1179293388605,-2.89793266592813,-68.2784311808267,-19.6200389928214,2.1675374105939986,3.516944807172545,1.3977498108856552,1.5489905689145382,3.6395037147668323,4.9352207288413865,0.7777405857964259,1.58838962142709,2.916968759331761,2.088187638853086,1.832666170488576,0.625961373362262,1.7919113078441558,3.1901627957037775,1.1462399230204348
H0351.1015,4706,63,147712672,CB,Ve-VIIAf,VIIAf,146140965,94,131,173,-4,-82,-22,-3,-82,-22,-1.29962232030254,-79.39947937786191,-18.8727554222178,-1.5272225253694,-77.83384619208,-18.6282085478114,-3.61275752112503,-82.9550458343371,-21.8410408505861,-2.10446692516249,-80.6279787691326,-18.8871325047585,-2.41921736318091,-79.09067124632071,-18.5890631563978,4.408361419966264,5.5583170688687495,1.6008786023774615,1.14579768570299,5.177196699755499,6.3951883005997745,3.517721675887664,1.4687383336820083,2.8648611782633022,4.051636232854386,4.520618588120278,1.1955487542672072,1.5416862097451811,5.1897290862462535,1.5972562707214453
H0351.1015,4702,63,147712590,CB,Ve-IV,IV,146140784,94,113,141,-4,-50,-4,-3,-50,-4,-1.325255226423,-49.807127311558894,-7.3591310695445715,-0.259623294653421,-47.7601824302869,-7.54583426854546,-3.9414895118144,-51.7641870234635,-3.1591332212855,-2.2847662422433,-52.2755961536764,-6.3853239947785,-1.22445257300962,-49.2434872984502,-5.61132066406712,3.7584214070470643,5.00992893091239,2.315256539887045,2.1692891218459605,5.321160256691995,6.987942308096297,3.3733763120837366,2.82175477900719,5.083005916489368,3.662591732281232,2.514206518078426,1.83920973594846,2.6217230506295004,4.444034212857462,3.304092968283016
H0351.1015,4703,63,147712606,CB,Ve-V,V,146140797,94,107,153,-4,-62,2,-3,-62,2,0.389898106420866,-59.00653806964561,-0.596894225817183,-0.037714810791724,-56.464456958868,1.21414229119395,-3.54747594947432,-63.2240809336211,2.10565044810004,-0.145782626527515,-61.5283958049573,-1.02148701724619,-0.608701167891408,-58.8988095580181,1.05029541552344,5.214986396960154,6.3273171756217135,3.150378143443609,1.3450896120672624,6.3713679834102726,7.668489181350757,4.18310305003371,2.612852717498061,5.5365326418695195,4.921976660461171,4.029594403864934,1.9292588362929244,2.5057820726571207,5.334617505900787,3.379541367517654
H0351.1015,4702,63,147712574,CB,Ve-IV,IV,146140783,94,115,140,-4,-49,-6,-3,-49,-6,-1.40288259616409,-48.9531958806147,-9.71337284634307,-0.500066003500157,-47.3628733903816,-8.94393189640379,-3.99531252041802,-50.7304339049738,-4.84013987788283,-2.41312197968091,-50.6195173562045,-8.81063285354675,-1.28485307245391,-48.3265584504394,-8.14595305756319,4.042537881478048,4.1948287847586725,1.9839966729745244,2.3087494484377045,5.798936753602584,6.355967350824205,3.2965010716239127,2.147591759765832,3.779322918587161,4.275563571949949,2.8284920061775285,1.6921614082653933,1.4769393575272536,4.9044478179423265,2.6405398125632242
H0351.1015,4701,63,147712732,CB,Ve-III,III,146140729,94,117,133,-4,-42,-8,-3,-42,-8,-0.9871002042282478,-42.6938611417159,-12.458346721851196,-0.948286252713038,-42.0752253960267,-11.7323958093063,-3.8160630992022,-42.4305949721335,-7.90353795409613,-1.77411983325629,-42.7074412334,-12.2317675638835,-1.71585350135232,-42.1519774370676,-11.513279268619,4.940654244535086,4.2598082865712295,0.9545791932057919,0.9277262194236553,5.368297965650232,4.796934860125398,4.462186907410601,0.8190985473011999,1.1537201207606698,4.793719610986777,3.7436961135587365,1.3106760883572117,0.8019117254351569,4.185539444745474,0.9100331998897783
H0351.1015,4244,9,149052680,CX,PHG-l,"parahippocampal gyrus, left, lateral bank of gyrus",127050011,117,133,119,-27,-28,-24,-26,-28,-24,-20.5635785301268,-25.821038935305,-21.2199861714524,-20.5728496886005,-26.3594561798007,-22.0839208385778,-27.0786086260928,-28.0528910868579,-24.8809249595399,-21.5193647883697,-25.7395464276425,-21.6893875175629,-21.6131246879769,-26.3222205082239,-22.5959443966549,6.483134011145452,5.984705830811921,1.0180187584769045,1.3936365450472323,7.799311122647797,7.281198609424123,5.524913781814086,1.0679447663533126,1.1982635253995608,6.8148856779203415,4.902141487507987,1.8016634380465673,1.1600546080212253,6.171537207399345,1.0817325815490442
H0351.1015,4282,9,147712602,CX,BCd,"body of caudate nucleus, left",127945266,112,93,118,-22,-27,16,-21,-27,16,-17.6883847442758,-25.672084373586102,15.992034003289303,-17.5146712346492,-25.5491906642927,16.2482670684228,-22.3620762355406,-26.0244608307881,16.3112521404191,-19.1237573923294,-24.9975734372792,16.5148481638818,-18.9175499504487,-24.9156162729461,16.7764609441013,3.56794324084942,3.7833848427592516,0.3330685077853938,1.7040558198036124,4.6978145495734305,4.87105574728127,2.7919647372022585,1.6699084671005322,1.7217738842345731,3.403330426216951,3.0469895517047654,1.6426858241379025,1.6274132760051272,3.6483855077511,0.3430447968511988
H0351.1015,4270,9,147712586,CX,LIG,"long insular gyri, left",127050026,134,93,119,-44,-28,16,-43,-28,16,-37.5214303662454,-26.638075942873396,11.2165072955222,-37.4142025794247,-26.6246730302294,13.431323336327,-44.2855805681246,-27.2770801986296,17.2279086603694,-38.8102007158253,-25.7270560907225,11.6025542119548,-38.5799656070581,-25.5061123654455,14.0533770739697,7.399416519095986,6.300060071140773,2.2174506828653615,1.919137857102289,9.071879670814853,7.8775332877559805,6.485231030209253,1.624782572117412,2.4695998617550874,8.001685568201005,5.4355791213742695,3.232594706506607,1.7312227614937468,6.765206570620596,2.4715090604776737
H0351.1015,4244,9,147712554,CX,PHG-l,"parahippocampal gyrus, left, lateral bank of gyrus",127050008,119,136,119,-29,-28,-27,-28,-28,-27,-22.6412429238727,-25.3575335986772,-23.3211942480516,-22.3409147389826,-25.9943681356666,-24.2530471091874,-28.8899020787221,-27.6527106526244,-27.8923554966818,-23.8160801118766,-25.3483121599138,-24.0169963139412,-23.5407211020988,-26.0579708134495,-25.0534108814216,7.016588761188225,6.6025415826814395,1.167949057514436,1.3072237501563024,8.075214802308812,7.673584600361506,5.782295826273153,1.3654552237792408,1.6276428291021847,6.787660168254058,5.238879159443246,2.0737038722697636,1.4436629722688856,6.262310979489526,1.2859211268540147
H0351.1015,4160,9,149052854,CX,FuG-cos,"fusiform gyrus, left, bank of cos",127050010,136,129,119,-46,-28,-20,-45,-28,-20,-35.4246469307288,-28.9592728607091,-15.6976173224527,-37.3899769131904,-29.3761466370027,-16.7109675284166,-46.0188572901546,-27.807711314564,-21.2045023352762,-36.0253947855889,-28.1333601184297,-16.2780780803436,-37.9102705701841,-28.6687565819199,-17.60656255914,10.541256449140848,8.403806610544946,2.2501520671392177,1.5892988994942698,11.995381181054029,9.854411244772056,9.716688039231332,1.1747189172009498,1.8957837397681172,11.146523938574209,7.5126587528763284,3.147506394263828,1.2542713576393159,8.912673458644207,2.367335444518611
H0351.1015,4187,15,149052758,CX,Cun-str,"cuneus, left, striate",127749301,94,100,185,-4,-94,9,-3,-94,9,0.6316413143791271,-93.76719286175673,8.07582190543486,-0.0828694424487255,-90.4722571624853,9.98265795149475,-4.66041686472823,-94.6929338820667,10.6362409256341,-1.53626466699054,-95.2749939366217,9.74785671913424,-2.47800684551617,-92.0400091751919,11.4539114110562,3.7546135554003994,4.681905260369062,3.8733900643376034,2.431959271104244,5.951354616113852,6.260608842478414,2.080245258587708,3.125536888863266,5.023322587598869,3.2997495905138305,3.1836648849983815,4.9055645825393945,3.2185581080958863,3.531219055090513,3.7765893805557087
H0351.1015,4288,8,149052726,CX,Pu,"putamen, left",127764406,122,105,107,-32,-16,4,-31,-16,4,-27.4623705423404,-15.7452051712586,5.3256819855323,-28.2765619950639,-16.3780824860193,3.53754177057157,-31.6694463948665,-14.7537603145884,4.89712710314833,-28.0677370495935,-14.3360893309631,6.03473228121556,-28.915692048999,-14.9277889398679,4.2443910722611,3.786446264139924,2.7881765630840047,2.064191571920233,1.6751444320708213,4.343513487942816,3.999819913894087,3.937880163372437,1.6896237395597973,3.232538375580014,3.800119050708118,2.3566296247557705,1.9873355872072196,1.735360058071654,2.835403549024238,2.067476179469885
H0351.1015,4215,14,141667121,CX,SOG-i,"superior occipital gyrus, left, inferior bank of gyrus",127563550,114,90,177,-24,-86,19,-23,-86,19,-23.9378629703022,-85.80639710006841,21.8116318492769,-22.5374879295261,-85.4024154113367,22.0692662788621,-25.5521188621373,-87.5877706746734,16.5689669601661,-26.3238822140719,-87.1085540475187,19.3101459881567,-25.0477830006866,-86.66979071135009,19.7057180044262,2.9702428671396928,3.1609207909249997,1.4800766733405628,3.8657790990424985,5.767551389986952,6.642068193123079,3.5175667134062003,3.6940671435176493,4.986024017440777,2.8877897621929396,2.2671728466711953,2.5322409292530583,3.6734427913015915,3.306999998166781,1.406207554959048
H0351.1015,4121,13,141667245,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",127562783,94,68,166,-4,-75,41,-3,-75,41,-0.9471088697355852,-71.39801854174021,39.489795771347296,-0.967092674984946,-70.8358075864283,41.7348156943871,-4.93604594156705,-74.8131836497773,41.6804179693695,-1.9949654347471,-71.4225009950198,39.7179980541114,-2.09566375641187,-71.4390048552766,41.5372505268581,4.4124085520955685,4.691818917441885,2.3144318883023174,2.0606171040757886,5.68979764953491,5.6191698225005995,3.930918798099186,1.072697092946124,2.3384364349011153,4.898752426554262,3.7131049797736764,2.3479627725901215,1.2948172173708288,4.41286192981385,1.8221119858517139
H0351.1015,4114,13,141667119,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",127562529,124,81,167,-34,-76,28,-33,-76,28,-35.9495593108149,-76.0106038865989,31.3800916757547,-34.9107052101883,-76.3116995872481,31.0532336758669,-35.6376776573943,-75.9810757283224,26.792607290857,-38.1566434577431,-76.0154258010628,29.9751672069043,-37.2922721372202,-76.2339595769637,29.7129642844977,4.486093212020016,3.6152713469916797,1.1299170834308105,2.9009478979235874,4.59816866366946,4.334828516530975,5.522001014202487,2.6163058776938657,3.4330919846140464,4.058947677669071,4.6273733179390915,2.152226576662182,2.7339031765174804,3.366024079515794,0.9293251118260837
