subject,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,original_mri_voxel_x,original_mri_voxel_z,original_mri_voxel_y,original_mri_world_x,original_mri_world_y,original_mri_world_z,original_mni_nlin6asym_x,original_mni_nlin6asym_y,original_mni_nlin6asym_z,alleninf_mni_nlin6asym_x,alleninf_mni_nlin6asym_y,alleninf_mni_nlin6asym_z,cic_mni_nlin6asym_x,cic_mni_nlin6asym_y,cic_mni_nlin6asym_z,original_mni_sym09c_x,original_mni_sym09c_y,original_mni_sym09c_z,alleninf_mni_sym09c_x,alleninf_mni_sym09c_y,alleninf_mni_sym09c_z,cic_mni_sym09c_x,cic_mni_sym09c_y,cic_mni_sym09c_z,distance_alleninf_mni_nlin6asym_to_original_mni_nlin6asym,distance_cic_mni_nlin6asym_to_original_mni_nlin6asym,distance_cic_mni_nlin6asym_to_alleninf_mni_nlin6asym,distance_original_mni_sym09c_to_original_mni_nlin6asym,distance_original_mni_sym09c_to_alleninf_mni_nlin6asym,distance_original_mni_sym09c_to_cic_mni_nlin6asym,distance_alleninf_mni_sym09c_to_original_mni_nlin6asym,distance_alleninf_mni_sym09c_to_alleninf_mni_nlin6asym,distance_alleninf_mni_sym09c_to_cic_mni_nlin6asym,distance_alleninf_mni_sym09c_to_original_mni_sym09c,distance_cic_mni_sym09c_to_original_mni_nlin6asym,distance_cic_mni_sym09c_to_alleninf_mni_nlin6asym,distance_cic_mni_sym09c_to_cic_mni_nlin6asym,distance_cic_mni_sym09c_to_original_mni_sym09c,distance_cic_mni_sym09c_to_alleninf_mni_sym09c
H0351.1009,4089,6,11286,CX,PoG-il,"postcentral gyrus, left, inferior lateral aspect of gyrus",1280041,159,86,99,-68,9,4,-68,-8,23,-66.4763027870725,-11.9435915195158,24.4163615746796,-65.3436630084377,-9.64648806071023,20.4395362560133,-69.5436981588079,-7.26965522007141,23.9126682326501,-68.4628256326321,-11.2481640412478,25.1684841973583,-67.0014767860433,-8.88010741743405,21.4710201486455,4.458659818791836,4.040176200498434,4.73018993104798,1.9363292090872597,5.613225621744821,5.945777942693574,3.932823530145895,2.235079603281617,5.887061240954895,4.309743796936888,2.0271697168419034,4.282029739366038,2.097533034869063,3.8753182003875,4.627577445763415
H0351.1009,4280,4,11278,CX,HCd,"head of caudate nucleus, left",1275919,104,100,74,-13,34,-10,-13,17,9,-13.2946409982067,13.677179434559696,11.4837608062539,-10.7775806942439,13.8356133507656,9.90044839870759,-15.4737945658319,17.7630072342992,8.57070389194415,-16.0217626424757,14.1818521531905,11.100675567824,-13.4314319249526,14.3209921930089,9.51119541365682,4.158968330081426,3.970301972795697,2.9778468831489193,2.6241445733656237,5.47070376335857,6.264748031435919,4.635282579864084,2.7997573672505176,5.390906312666739,4.418789133770207,2.761256432628331,2.0794761007652016,2.7258093956846032,4.111354643392071,3.0423051026015995
H0351.1009,4901,4,11262,CX,IRoG,"inferior rostral gyrus, left",1275894,95,118,75,-4,33,-28,-4,16,-9,-4.42428956643272,16.206097502555302,-4.83456446487606,-2.45411431803841,13.7679229477173,-8.66986373189835,-4.44176090801845,17.7458838836946,-9.47532564762232,-4.951417131509,18.1014445175947,-5.46676225526432,-2.70015413599399,15.1063196281996,-9.29843489280813,4.192058088101412,2.7351271386421803,4.953363113770965,1.8625782417083587,4.889571729978335,4.519256694690223,4.219600997663465,2.066368269078337,5.939342523240759,4.056445895248052,1.6054056379495596,4.910019710019801,1.498980643862062,3.167299156440241,5.359167228156924
H0351.1009,4291,4,11254,CX,Acb,"nucleus accumbens, left",1273712,103,117,75,-12,33,-27,-12,16,-8,-13.5886139347823,15.352048292353402,-5.1049210960037,-10.5168954606815,12.5633832152455,-8.0362031639289,-13.300556584893,18.0710548464074,-8.13700962489847,-15.1122615272428,16.8611379248149,-4.55587292234231,-11.8463352256926,14.4865986079584,-7.86288719858644,3.365266335610164,3.743159717255191,5.079815140155516,2.4493850747995793,4.082834128992885,6.171983311199507,4.721201294857603,2.2136637960210606,7.190325682459121,4.191743531954856,1.5273495201190421,3.375043004075964,2.344398848191834,3.8779155988130785,5.219296408304207
H0351.1009,4288,4,11341,CX,Pu,"putamen, left",1273711,114,110,74,-23,34,-20,-23,17,-1,-24.9432120884346,13.752249849880302,1.82969343411049,-22.2539155008511,11.9754167571943,-1.6736715461909,-23.855958734612,18.8852659707331,-0.338029246323396,-25.8510102360187,15.5188413443345,2.80410411646795,-23.1473970637767,13.2978699182229,-0.524599709552056,4.7255813599269345,5.12414989982742,4.760569100481003,2.173729149292977,5.677058743011268,7.217790453447456,4.979286942732325,2.2123334203793448,6.748734935054129,5.0185702473966165,3.735438190221717,2.9956817139637026,1.966610727154482,5.635234052524601,4.829338197111987
H0351.1009,4114,9,11265,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",1283526,147,80,138,-56,-30,10,-56,-47,29,-50.936070215978496,-47.922756566295995,29.8164327939785,-54.8633607386731,-47.5673235574146,26.3974093823548,-55.0773722925497,-48.55843026298,30.439209663037,-49.1291264130072,-49.2205235299847,29.328712357774,-53.51465030877,-48.4093393178631,26.8237542558428,5.211662598943449,2.8960805845559845,5.219163205215976,2.313281484235328,4.235836985378824,4.167042471097707,7.228255696210835,2.2775241432374966,6.648838288351755,6.087134038503148,3.591552023782226,3.980196339589454,1.6461410376157215,3.9415537431213576,5.115237507558436
H0351.1009,4121,9,11296,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",1283467,97,59,137,-6,-29,31,-6,-46,50,-6.51658710619282,-48.9600711735111,53.6156926007934,-7.20676289815576,-44.375901876595,52.8239181087259,-7.01552655093074,-46.2121890439318,51.5988422792331,-7.23516404012024,-49.2437618444552,55.3670228162972,-8.14556483576268,-44.542077984016,54.9897388441264,4.701288820522328,3.47397249436477,4.702962642089419,1.9059420242686447,3.444921187364752,2.215701398978042,6.391600348911397,1.9141553569367942,5.492198908017817,4.8412662425691355,5.623742419575781,4.905123377110636,2.3663776187715415,3.945178955566428,4.803853029379423
H0351.1009,4120,9,11288,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",1283468,101,50,137,-10,-29,40,-10,-46,59,-10.2491778407912,-48.0648833331887,62.6407725309432,-11.0086485477373,-46.4899239451319,60.191430016202,-11.0549450711215,-46.3471231524127,61.6566458913066,-11.8745938485178,-48.4949525773536,65.9081995069049,-12.3582931651982,-46.7504521931304,63.2403112416516,4.192977152107131,1.6361243376874701,3.0094138271856594,2.8794393513010013,2.137397041023543,1.4728859409802402,7.580376698248258,3.6746449891374007,6.119759349010718,4.833291166817504,4.909680699726987,2.556470875883647,3.344412099060968,2.090307755165004,3.2241083132221573
H0351.1009,4090,9,11280,CX,PoG-pcs,"postcentral gyrus, left, bank of the posterior central sulcus",1283469,111,41,137,-20,-29,49,-20,-46,68,-19.739131189279497,-47.65451284461911,70.5535248434922,-18.1844071555726,-47.7796170738074,67.4946938767522,-20.97451565277,-43.3385452088142,71.0460541312022,-21.1953480798614,-45.2229955245823,73.2289167533341,-20.0011549824164,-45.3697431938162,70.8512519657531,3.0538425656454877,2.5920548960842864,3.433549879095137,4.160705244695127,4.516230342354257,6.334033816854349,5.4197936676727405,3.8975076627638003,6.963001579335923,2.892197984328554,2.9200792365852446,2.3189373136697067,4.513817341080927,2.2607839641440832,2.664755499949953
H0351.1009,4099,9,11328,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",1283492,122,64,138,-31,-30,26,-31,-47,45,-26.307698092906,-51.1142767608951,44.428766711914605,-29.9457305818788,-49.4862483878696,43.0874562687873,-34.0138621656585,-45.4309651842561,46.0555343946561,-25.8707370167098,-54.0788739046279,46.0737558535004,-31.0159617814492,-49.3568034710118,45.3299623228562,6.266679976030077,3.3091900181118046,4.205338331102508,3.558003409906497,9.712433695369683,6.465640278094395,8.807539164959715,3.4184441611169207,6.827574013000944,11.878431901934102,2.3798429599334834,5.105743124628189,2.488168846676181,4.9926013058099485,7.023141453505481
H0351.1009,4113,9,11320,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",1283486,135,61,138,-44,-30,29,-44,-47,48,-38.5554039461394,-49.8041225675039,46.9590567210745,-41.0625476733784,-50.6944615436828,46.1105192990135,-47.560937378083,-43.8994814863384,47.8229697828869,-41.9537285289325,-48.0472333094967,47.3386130274664,-43.3972249321766,-49.2441320290933,46.6120728786067,6.212108536820592,5.084074113181889,2.7925774686076412,4.72491584707686,10.803275636102747,9.556846205398362,2.3919358823474575,3.8443897857317855,3.0512677442406733,6.991368802389562,2.706622995670251,4.886431995932548,2.7938735828311296,6.882445936522962,2.010997016172751
H0351.1009,4230,9,11336,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",1283510,94,72,137,-3,-29,18,-3,-46,37,-1.9106464156530705,-52.8547058635283,40.3567438070723,-2.73041184575127,-45.5925462363786,37.8524837486598,-3.93707232136681,-47.7112655824424,37.1106827028368,-2.55725485101524,-55.3925227357149,40.640240826571,-3.60520211597374,-47.3122221074248,38.1565619936831,7.709825723940654,0.9825603717479879,7.725431784097723,1.9541712027944154,6.410795002874087,2.5485819512783636,10.082998556149114,2.634195798626427,10.19024593706225,8.565243035372985,1.8509003499988064,6.19931006000902,1.9532042129359786,1.167577414650918,8.518104968748316
H0351.1009,4106,8,11303,CX,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",1279525,137,66,126,-46,-18,24,-46,-35,43,-42.1085263220056,-38.421630221873706,43.1099466957498,-42.56065484983,-39.1760832808981,42.1976812939435,-48.2316153989684,-31.4489685208962,43.4562442018823,-44.4425360512583,-34.0043942644326,44.2137296905984,-44.8102979855168,-34.5678945478284,43.4787222651606,5.182972992180169,5.469230470283977,1.2672204967079415,4.218778333386363,9.286019222651504,9.667061428239847,2.2113490213362694,5.11643546032527,5.8610831146618185,4.632613441631754,1.353248318758352,4.720894426669138,5.2855807256601475,4.629645522973762,0.9965025464721127
H0351.1009,4090,8,11295,CX,PoG-pcs,"postcentral gyrus, left, bank of the posterior central sulcus",1279524,123,70,126,-32,-18,20,-32,-35,39,-28.0471758125944,-40.192383491585296,38.647644211488,-29.655112444115,-38.3486803386281,39.9954631867094,-33.2752815578947,-32.482006909513,39.7336147865196,-30.5398357037509,-38.9133788775984,40.2599365884664,-31.1004386793334,-36.3522729857246,41.0385826940606,6.5352750502120545,4.207505747607763,2.7930838722059517,2.9163029524805593,9.378823423609457,6.898698871593948,4.362803481550627,3.23244378828817,1.0823889625697767,7.008724852070576,2.606467379056056,5.457604754658906,2.6763237008169147,4.6272931922253555,2.7349275755272986
H0351.1009,4158,8,11272,CX,FuG-its,"fusiform gyrus, left, bank of the its",1279552,137,142,127,-46,-19,-52,-46,-36,-33,-45.976488044732285,-37.7575630515402,-29.547572692168607,-41.2623662292873,-38.8487505495775,-27.1149538674154,-47.0345189100321,-35.8442312114806,-33.4974616656847,-47.0317674644871,-37.7852114541575,-29.903825526394,-42.7021935903837,-38.770814954198,-28.6586996304339,3.8741237729375317,8.074300057699396,5.415835022715415,1.158430576045281,4.514630765103274,9.114893790812706,3.719922097012067,1.1141342692059066,6.495761013958706,4.084315435238914,6.115540166208409,3.540872620117134,2.1124222512619357,7.123731684460672,4.611611723400104
