subject,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,original_mri_voxel_x,original_mri_voxel_z,original_mri_voxel_y,original_mri_world_x,original_mri_world_y,original_mri_world_z,template,gm_mask,gm_mask_file,remapped,original_mni_sym09c_x,original_mni_sym09c_y,original_mni_sym09c_z,alleninf_mni_sym09c_x,alleninf_mni_sym09c_y,alleninf_mni_sym09c_z,cic_mni_sym09c_x,cic_mni_sym09c_y,cic_mni_sym09c_z,gm_remapping_distance_original,gm_remapping_distance_alleninf,gm_remapping_distance_cic
H0351.1009,4039,2,10965,CX,trIFG,"inferior frontal gyrus, triangular part, left",1266555,128,113,44,-37,64,-23,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-39,45,-4,-39.1358729684427,42.4393140240042,-0.535580537431175,-38.9967915637866,41.6138636144408,-3.06230983267292,0.7952856455046131,0,0
H0351.1009,4048,2,10996,CX,GRe,"gyrus rectus, left",1266592,96,138,44,-5,64,-48,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5,48,-30,-6.15335477603411,45.2651490448746,-26.9778698567255,-6.16523817257549,45.0029957663081,-26.433551000464,0.6068190270581484,0,0
H0351.1009,4024,2,11084,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",1266482,116,58,47,-25,61,32,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-24,45,48,-25,39,51,-26,41,46,5.2722473405616315,2.2864678199176653,1.2550138354637634
H0351.1009,4030,2,10988,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",1266483,133,69,46,-42,62,21,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-39,42,40,-40,41,40,-42,41,35,6.273012108066886,2.3737519698605367,0.5908687928559364
H0351.1009,4051,3,11053,CX,MOrG,"medial orbital gyrus, left",1265850,102,133,59,-11,49,-43,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-11.8638219534732,32.811141427073,-24.9601633342254,-12.0855405466223,30.9126761480095,-20.288922408692,-13.429906256778,30.8170525631297,-21.8227029608589,0,0,0
H0351.1009,4051,4,11148,CX,MOrG,"medial orbital gyrus, left",1270348,115,135,75,-24,33,-45,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-24.0109472824279,17.1792126692675,-26.9080179155329,-25.0893660614363,15.9214974668371,-23.0570169852537,-27.0615632369146,14.5726873107352,-25.5196619427709,0,0,0
H0351.1009,9677,92,14673,BS,Sp5,"spinal trigeminal nucleus, left",1331852,96,171,133,-5,-25,-81,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.70697149973542,-43.0829080697109,-63.9771770194501,-6.89646854763652,-42.9511085765348,-61.5372389756495,-5.64118155542506,-43.1375875887091,-64.1749094636043,0,0,0
H0351.1009,9677,92,14665,BS,Sp5,"spinal trigeminal nucleus, left",1330545,96,168,133,-5,-25,-78,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.91009489290878,-42.7444204719481,-60.8669897443803,-6.80742056164044,-42.704395460157,-58.0894093917377,-5.81211032173369,-43.5625262720761,-60.8140687279776,0,0,0
H0351.1009,9598,92,14585,BS,GiRt,"gigantocellular group, left",1335725,93,166,126,-2,-18,-76,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-2.56890102816544,-34.7755347113621,-57.5303834766114,-3.11840362405351,-35.2103992565841,-54.7011293716494,-2.33249325985759,-36.3486882265401,-58.3667743813348,0,0,0
H0351.1009,9677,92,14577,BS,Sp5,"spinal trigeminal nucleus, left",1324449,96,164,129,-5,-21,-74,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.67353331282121,-37.6325788610066,-55.5326093764899,-6.64900403236372,-37.8949621706957,-53.2915041511943,-5.76031760562044,-39.6966623509741,-56.4430832328105,0,0,0
H0351.1009,9543,92,14545,BS,Cu,"cuneate nucleus, left",1335494,96,164,128,-5,-20,-74,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.64460243769679,-36.6165081756737,-55.4432073309529,-6.63045630038632,-36.7701731737459,-53.1980125979545,-5.78514614340922,-38.6376686363578,-56.3873722876523,0,0,0
H0351.1009,9614,92,14450,BS,LMRt,"lateral medullary reticular group, left",1333227,98,162,127,-7,-19,-72,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-8.61569038411055,-35.6590938499888,-53.4619578869009,-8.44077523176731,-36.1480232205151,-51.3755324636439,-8.06676223460229,-37.7376257091916,-54.2570365909357,0,0,0
H0351.1009,9698,92,14579,BS,8Ve,"vestibular nuclei, left",1333011,97,161,131,-6,-23,-71,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7.58931829727748,-40.0288395189531,-52.6869045296512,-6.945976907739,-40.8509429936567,-50.1987063622273,-6.69301986117234,-42.1233620166893,-53.5390465403216,0,0,0
H0351.1009,9677,92,14513,BS,Sp5,"spinal trigeminal nucleus, left",1324175,97,162,128,-6,-20,-72,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7.73804313501549,-36.5650424263804,-53.4614708763138,-7.61660500370348,-36.8891266930036,-51.3544957204531,-6.88486114464174,-38.819345872825,-54.3779080636619,0,0,0
H0351.1009,9642,92,14505,BS,RaM,raphe nuclei of medulla,1332341,91,161,128,0,-20,-71,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-0.354128441961168,-36.4495991097812,-52.1254522806268,-0.361804141368794,-36.4043842936936,-49.8132973558167,-0.424370776148925,-38.9854695734467,-53.4673393918325,0,0,0
H0351.1009,9598,92,14497,BS,GiRt,"gigantocellular group, left",1330195,93,162,128,-2,-20,-72,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-3.11744310847113,-36.6850548227839,-53.232920096725,-2.99669640897688,-36.4707368471568,-51.0434659604821,-2.53472623951348,-38.8787885024517,-54.4954780263364,0,0,0
H0351.1009,9561,92,14489,BS,IO,"inferior olivary complex, left",1325705,96,163,124,-5,-16,-73,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.18334492429031,-32.7294220833573,-54.4493847970497,-6.49605499666907,-33.3415022435647,-52.1432164940038,-5.86769485075268,-34.5976975417559,-55.1698227962302,0,0,0
H0351.1009,9520,92,14481,BS,Arc,"arcuate nucleus of medulla, left",1328329,92,163,121,-1,-13,-73,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-1,-32,-54,-2,-31,-52,-1,-33,-55,2.1767303607952666,1.1683140165825177,1.3234606813543526
H0351.1009,9561,92,14363,BS,IO,"inferior olivary complex, left",1329708,95,158,123,-4,-15,-68,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5.43198914380615,-32.3045466098494,-49.8165745401325,-5.43420524901172,-33.1009228557888,-47.8605275866533,-4.90511209823141,-33.9801609953108,-50.6075003932526,0,0,0
H0351.1009,9642,92,14355,BS,RaM,raphe nuclei of medulla,1330385,91,155,128,0,-20,-65,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-0.325624956106758,-37.0700227867144,-45.8188438858073,-0.311160342225342,-38.003733860043,-44.3253976475523,-0.356229105983297,-39.636452082708,-47.7541746664996,0,0,0
H0351.1009,9520,92,14442,BS,Arc,"arcuate nucleus of medulla, left",1329236,91,162,119,0,-11,-72,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-2,-31,-53,-2,-31,-52,-1,-32,-53,3.0540425558597017,2.7361712526983046,2.146775788586543
H0351.1009,9492,92,14410,BS,Pn,"pontine nuclei, left",1330214,92,164,114,-1,-6,-74,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-2,-26,-49,-2,-26,-49,-2,-26,-49,8.436205694741036,5.633028385811566,6.0354632008048705
H0351.1009,9698,91,14370,BS,8Ve,"vestibular nuclei, left",1320181,98,147,124,-7,-16,-57,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.96538279230966,-35.0557932820975,-39.1196805686099,-7.09685679868869,-36.357750975757,-36.9679207985604,-7.03999035782288,-35.9419547543309,-39.8649724494437,0,0,0
H0351.1009,9492,91,14362,BS,Pn,"pontine nuclei, left",1310774,95,151,115,-4,-7,-61,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-4.13749561125715,-25.4287790987214,-43.8886759285361,-4.23376226192606,-25.9982714503026,-42.3676875772957,-4.40269820089446,-26.0523582095793,-43.5488247341105,0,0,0
H0351.1009,9161,91,14547,BS,PRF,"pontine reticular formation, left",1317393,93,148,121,-2,-13,-58,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-1.90891102894022,-31.7665474984321,-41.2804271430704,-2.08397644591018,-33.2381498722876,-39.4378404043044,-2.23182335291754,-32.8679400926982,-41.0505220103701,0,0,0
H0351.1009,9492,91,14322,BS,Pn,"pontine nuclei, left",1311360,98,142,114,-7,-6,-52,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7.98201659753307,-23.7232462809797,-34.0130138134961,-8.12348891692329,-24.4352089816835,-33.4878998382093,-7.49841405617872,-25.0539044346712,-34.3828546777474,0,0,0
H0351.1009,9146,91,14298,BS,LPB,"lateral parabrachial nucleus, left",1317831,102,137,126,-11,-18,-47,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-11.4488642811443,-35.5517220731093,-28.0306623792853,-12,-38,-27,-10,-38,-31,0,0.7862479524743737,0.981248356209454
H0351.1009,9022,91,14345,BS,SubCn,"subcuneiform nucleus, left",1313924,101,131,121,-10,-13,-41,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-10.7165758286253,-30.5423618354899,-21.9302001031361,-11.2162643825471,-32.1135078464118,-22.7582352951078,-9.87010786149399,-33.0062451112465,-24.7385912688203,0,0,0
H0351.1009,9492,91,14329,BS,Pn,"pontine nuclei, left",1310458,97,137,110,-6,-2,-47,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7.07655303507546,-19.189962772809,-28.5946903114991,-7.09694062438186,-19.1696647087884,-28.8414517841759,-6.34992228654315,-20.7005358432432,-29.5724131801147,0,0,0
H0351.1009,9074,91,14305,BS,SNC,"substantia nigra, pars compacta, left",1313750,100,134,117,-9,-9,-44,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-9.47852771425569,-26.4237373553022,-25.1098325431041,-9.15661487439981,-27.759572107797,-25.688357118121,-9.3621875446425,-28.6270472958301,-26.9048616989296,0,0,0
H0351.1009,9067,91,14297,BS,VTA,"ventral tegmental area, left",1314370,96,133,118,-5,-10,-43,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5.71126029080771,-27.2774373900845,-23.6893787116021,-5.25034920255421,-29.1037981347389,-24.2319326186945,-4.89900719456989,-29.2412981857362,-26.2702366575781,0,0,0
H0351.1009,4524,7,14026,CX,Hl,"lateral habenular nucleus, left",1273598,92,104,111,-1,-3,-14,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-1.55686212667225,-19.2230170519745,5.24047590098653,-1.24362149023929,-19.3234975030742,5.14594755144011,-1,-21,4,0,0,1.4857890962309646
H0351.1009,4523,7,14018,CX,Hm,"medial habenular nucleus, left",1273619,90,105,111,1,-3,-15,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-1,-19,4,0.953683540777108,-19.4453526982085,4.19649247026539,3,-22,2,1.356600917611433,0,1.3189100644929197
H0351.1009,4507,7,13986,CX,ZI,"zona incerta, left",1273499,117,109,111,-26,-3,-19,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-29,-19,0,-29,-20,1,-22,-24,-4,2.374268777360062,1.4539609763273398,3.6940618733790926
H0351.1009,9074,6,14163,CX,SNC,"substantia nigra, pars compacta, left",1287469,102,123,100,-11,8,-33,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-12,-7,-12,-11,-6,-13,-12,-9,-18,2.64001002826419,1.3962506315665422,2.5833371778328886
H0351.1009,4518,6,14242,CX,Sb,"subthalamic nucleus, left",1287463,104,114,100,-13,8,-24,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-17,-7,-5,-18,-9,-4,-12.8652291085278,-10.5801492537439,-6.79701568142135,3.1284330294392686,2.128120319299097,0
H0351.1009,4507,6,14234,CX,ZI,"zona incerta, left",1287465,104,110,100,-13,8,-20,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-13,-10,0,-14,-9,2,-12,-12,-2,2.285684891779988,2.7670103711314904,1.1533839687223355
H0351.1009,4432,6,14226,CX,ILr,"rostral group of intralaminar nuclei, left",1287461,97,106,100,-6,8,-16,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7.55176259006577,-8.09519127817171,3.03343148000239,-7.6318740084891,-7.90506307511823,4.31147637544248,-4.84353978216181,-10.9085638386024,2.19006142164392,0,0,0
H0351.1009,10151,6,14178,CX,LTu,"lateral tuberal nucleus, left",1298100,104,119,100,-13,8,-29,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-13,-10,-9,-14,-6,-10,-12,-11,-11,2.038770901674093,2.6024994226552645,1.9711268974794687
H0351.1009,4648,6,14241,CX,PeF,"perifornical nucleus, left",1299292,97,121,100,-6,8,-31,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.664381859142,-8.64273155986067,-12.2665622320419,-6.56920839980329,-5.67471401381211,-12.3945672805285,-5,-9,-14,0,0,0.6932415069732095
H0351.1009,4637,6,14225,CX,VMH,"ventromedial hypothalamic nucleus, left",1294427,98,123,100,-7,8,-33,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7,-7,-14,-7.7064375342474,-5.6038142991329,-14.2781873345331,-5,-8,-16,1.487270679489023,0,2.0819665585696243
H0351.1009,4506,6,14209,CX,R,"reticular nucleus of thalamus, left",1287456,109,99,100,-18,8,-9,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-17,-9,10,-18,-11,11,-16.3964444974448,-11.9743046373576,10.2752475467769,2.793186197816508,1.5775541300132583,0
H0351.1009,4417,6,14201,CX,DTLv,"lateral group of nuclei, left, ventral division",1287462,103,101,100,-12,8,-11,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-14.1262027331759,-7.906872208128,7.94654930640799,-14.4285342806229,-9.34006412994345,8.56517664127397,-10.5059707817854,-11.8054538799033,8.24729628125445,0,0,0
H0351.1009,4308,6,14177,CX,nbM,"basal nucleus of meynert, left",1300481,116,110,100,-25,8,-20,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-27,-8,0,-28,-10,0,-25,-11,-2,1.455965307157205,1.1118097875535813,1.0447103424966688
H0351.1009,4296,6,14169,CX,GPi,"globus pallidus, internal segment, left",1285632,116,106,100,-25,8,-16,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-26,-8,3,-26.1481623344419,-10.2280018079006,3.85672090350508,-23.8970420801368,-11.4575275702213,2.00973510694818,0.662111824382189,0,0
H0351.1009,4295,6,14161,CX,GPe,"globus pallidus, external segment, left",1285631,119,102,100,-28,8,-12,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-28.8690913889328,-7.92251742147578,7.84704151928394,-28.5003567100042,-10.9565930198033,8.44562453035381,-26,-12,6,0,0,0.7082119046651353
H0351.1009,4593,5,13794,CX,SO,"supraoptic nucleus, left",1267128,101,125,87,-10,21,-35,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-10.9521561750353,4.64368158402385,-16.3308242503014,-11.9985496871621,6.39305106176813,-11.4228219717986,-10,5,-16,0,0,1.8192400052807638
H0351.1009,4311,5,13786,CX,DBh,"nucleus of the diagonal band, left, vertical division",1268422,107,121,87,-16,21,-31,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-16.9827287614123,5.06129931300144,-11.8161385953295,-19,5,-7,-16.7807546700047,2.38272170485038,-13.5568725362356,0,0.6137570004039912,0
H0351.1009,4301,5,13849,CX,SptN,"septal nuclei, left",1282467,96,98,86,-5,22,-8,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-8,5,11,0,3,14,0,4,14,1.8667389425793357,2.6016330274118333,4.406930997966901
H0351.1009,4322,5,14009,CX,Cl,"claustrum, left",1270187,127,108,88,-36,20,-18,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-36.3833490454799,3.64782057231074,1.52112307187539,-37,-3,5,-34.5992863495489,-0.271359556312542,1.33673618354223,0,1.393535481742603,0
H0351.1009,4310,5,13825,CX,DBv,"nucleus of the diagonal band, left, horizontal division",1272995,99,120,87,-8,21,-30,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-9.12650232998853,4.64943994373994,-11.0869020900017,-10,7,-6,-8.09198168419909,3.2885561553416,-12.3258185224492,0,0.6022022509496073,0
H0351.1009,4440,8,13763,CX,LGd,"dorsal lateral geniculate nucleus, left",1295416,121,111,126,-30,-18,-21,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-32,-34,-1,-30,-37,-1,-25,-38,-5,1.0744582062717458,1.1473203020505973,1.2335396818968032
H0351.1009,4506,8,13739,CX,R,"reticular nucleus of thalamus, left",1289300,122,104,126,-31,-18,-14,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-30,-35,6,-29.3695031222467,-36.7077175671669,6.07561196313875,-25.1415193647576,-38.7777712068565,1.73656626181107,2.5066742100282666,0,0
H0351.1009,4409,8,13699,CX,DTLd,"lateral group of nuclei, left, dorsal division",1295258,109,104,126,-18,-18,-14,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-19,-34,5,-17.4212511467337,-36.5080808901643,4.56389120127623,-14.3144911767149,-38.3000809100314,1.42909662844433,0.648980643438258,0,0
H0351.1009,4288,8,13691,CX,Pu,"putamen, left",1289221,129,102,126,-38,-18,-12,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-40,-32,9,-39,-34,11,-31,-37,5,1.401570404128047,4.488172632644781,1.2568374741743435
H0351.1009,4258,8,13762,CX,DG,"dentate gyrus, left",1288532,123,108,126,-32,-18,-18,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-33,-35,1,-31.0518850401497,-36.5979329834991,2.78552593772327,-26.2060961961124,-38.9880440138922,-1.99212989551472,1.2421895031611991,0,0
H0351.1009,4257,8,13754,CX,CA4,"CA4 field, left",1288537,124,107,126,-33,-18,-17,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-31,-34,3,-32,-36,3,-27.0702366552578,-38.7640687425129,-0.838839736475002,2.9009276471204943,0.912911908830302,0
